image_name,true_text,raw_ocr,snapped_text,confidence,similarity,correct
TEST_0041.jpg,PAUL,PA UL,PAUL,0.6919025575994289,1.0,True
TEST_0042.jpg,BECHARA,D OP PI A B EL H AR A,D OP PI A B EL H AR A,0.65,0.6153846153846154,True
TEST_0043.jpg,DIBOS,A D BOS,D AMBROSI,0.5006506252283768,0.6,True
TEST_0044.jpg,JEAN COME,RRE A J E A N CO M E,RRE A J E A N CO M E,0.6675461639985862,0.7058823529411764,True
TEST_0045.jpg,DRENIN,IOMH J R E K F V,IOMH J R E K F V,0.5,0.33333333333333337,False
TEST_0046.jpg,CLOUIS,CL BV I S,CL BV I S,0.4,0.5333333333333333,True
TEST_0047.jpg,JORIS,JO R S,JO R S,0.45310187242035505,0.7272727272727273,True
TEST_0048.jpg,NARDINI,NARDI M U,NARDI M U,0.43513135895164196,0.8333333333333335,True
TEST_0049.jpg,CLAIRE,CL A I R E,CL A I R E,0.5419053705475615,0.75,True
TEST_0050.jpg,RAFFORT,H R A F F O R T,H R A F F O R T,0.6092207776053632,0.6363636363636364,True
TEST_0051.jpg,ICHOROTS,A ICHOROTS,ICHOROTS,0.558464818832379,1.0,True
TEST_0052.jpg,DEBUYSSCHER,DE BV YS S C H ER,DE BV YS S C H ER,0.6030788427302798,0.7142857142857143,True
TEST_0053.jpg,ALEXANDRE,AL E XANO RF,AL E XANO RF,0.761741019133926,0.7058823529411764,True
TEST_0054.jpg,RAPHAEL,RRE B R A P P A I L,RRE B R A P P A I L,0.6,0.4285714285714286,False
TEST_0055.jpg,KHIREDDINE,WO SRE KI T AED D M NE,WO SRE KI T AED D M NE,0.7,0.5263157894736843,True
TEST_0056.jpg,UMUT,UMUT EIEACCC ECC A E,UMUT EIEACCC ECC A E,0.75,1.0,True
TEST_0057.jpg,GOURAUD,A GOORAUD,GOURAUD,0.5610102799692027,1.0,True
TEST_0058.jpg,ROMAN,RO M A N,RO M A N,0.5194683319033325,0.7692307692307692,True
TEST_0059.jpg,LEDERMANN,H LED E R NA N N,H LED E R NA N N,0.6029056319903916,0.6666666666666667,True
TEST_0060.jpg,SOBIER,YBR ER I,YBR ER I,0.4,0.5,True
TEST_0061.jpg,HARDY,XA RD Y,XA RD Y,0.5467731491498202,0.6666666666666667,True
TEST_0062.jpg,ALEXANDRE,ERE A LE XAN DRE,ERE A LE XAN DRE,0.7493835588531296,0.7777777777777779,True
TEST_0063.jpg,BOULANGER,D OV L ANGCA,D OV L ANGCA,0.6088092979567423,0.5555555555555556,True
TEST_0064.jpg,MARWANE,MA RWA U E,MA RWA U E,0.5280818045262394,0.7692307692307692,True
TEST_0065.jpg,PARIS,PA R I S,PA R I S,0.5291092473006846,0.7692307692307692,True
TEST_0066.jpg,MELANIE,MELAN E,MERLAN,0.4272799746098722,0.9090909090909091,True
TEST_0067.jpg,NOUAZE,NUAZE,NOUAZE,0.5974718791928619,1.0,True
TEST_0068.jpg,LEURIT,LEYR I T,LEYR I T,0.4,0.7142857142857143,True
TEST_0069.jpg,PARENT,P A R N T,P A R N T,0.47029612602343696,0.6666666666666667,True
TEST_0070.jpg,DESCHENES,L I F O H S D E L H F W E S,L I F O H S D E L H F W E S,0.675,0.33333333333333337,False
TEST_0071.jpg,MAHAULT,X A HA U LT,X A HA U LT,0.425,0.7142857142857143,True
TEST_0072.jpg,DAGDAG,DA G DA G,DA G DA G,0.5210991710033996,0.8,True
TEST_0073.jpg,DUCHAINE,DUCH A NE,DUCH A NE,0.541322762280456,0.8235294117647058,True
TEST_0074.jpg,AYOUL,VM L V P B I AYOUL A,VM L V P B I AYOUL A,0.65,1.0,True
TEST_0075.jpg,KAREN,E KA,E KA,0.6273599277220065,0.6666666666666667,True
TEST_0076.jpg,ALEXIA,Y H A I E X R A TD,Y H A I E X R A TD,0.65,0.33333333333333337,False
TEST_0077.jpg,EDGAR,ARCI NG,GARCIN,0.475,0.75,True
TEST_0078.jpg,BEAUCHET,GE HV C N FT,GE HV C N FT,0.45,0.33333333333333337,False
TEST_0079.jpg,KEVIN,KEV IN,KEV IN,0.5438547868071544,0.9090909090909091,True
TEST_0080.jpg,ZAMBITI,Z AMBAT F U,Z AMBAT F U,0.45,0.7142857142857143,True
TEST_0081.jpg,ALESSI,BRE AL ESST G,BRE AL ESST G,0.6324682401482558,0.8333333333333335,True
TEST_0082.jpg,CHARLES,C K A R L E S,C K A R L E S,0.4903953061100149,0.6,True
TEST_0083.jpg,ELIA,ELIA,ELIA,0.558364874124527,1.0,True
TEST_0084.jpg,ALEXANDRE,ALEXAND R E,ALEXANDER,0.475,0.9411764705882352,True
TEST_0085.jpg,ROY--COUTELLIER,ROY ZCO UTELLI ER,ROY ZCO UTELLI ER,0.6,0.8125,True
TEST_0086.jpg,LEILI,LER LT,LER LT,0.375,0.6,True
TEST_0087.jpg,TANAEL,RE T A NA EL E BE A A A A R CC L CASGE A G,RE T A NA EL E BE A A A A R CC L CASGE A G,0.75,0.6666666666666667,True
TEST_0088.jpg,HADRIEN,H A J Q H E N,H A J Q H E N,0.425,0.5,True
TEST_0089.jpg,RUBIN,A B KU B I I,A B KU B I I,0.5,0.6,True
TEST_0090.jpg,DE SA,D E S A,D E S A,0.5552428697425031,0.8333333333333334,True
TEST_0091.jpg,COMTE-ARTIGALAS,COMTE K Q RT R G Q L A S,COMTE K Q RT R G Q L A S,0.625,0.5641025641025641,True
TEST_0092.jpg,CHANTEZOUP,CHAN TE L O U P,CHAN TE L O U P,0.5,0.72,True
TEST_0093.jpg,FLOREIN,H F LO RET N,H F LO RET N,0.525,0.7142857142857143,True
TEST_0094.jpg,TASKIN,T A S K F M,T A S K F M,0.4,0.5454545454545454,True
TEST_0095.jpg,BARRAUD,DA R R AV D,DA R R AV D,0.425,0.5714285714285714,True
TEST_0096.jpg,VENTURA,GOM H V E NTURA,GOM H V E NTURA,0.5663467911825784,0.8571428571428572,True
TEST_0097.jpg,NDOUR,N O U R,N O U R,0.5171856022712453,0.6666666666666667,True
TEST_0098.jpg,LISE,LI SE,LISE,0.6513084499321751,1.0,True
TEST_0099.jpg,JUSTINE,T V S T T N E,T V S T T N E,0.425,0.5,True
TEST_0100.jpg,LEO,LEO,LEO,0.4540641864819902,1.0,True
TEST_0101.jpg,LADU,L A D U,L A D U,0.5438384727896808,0.7272727272727273,True
TEST_0102.jpg,HAMMOU AMAR,T F AEA OO URD V LV F A MMOU AMA R H,T F AEA OO URD V LV F A MMOU AMA R H,0.75,0.8181818181818181,True
TEST_0103.jpg,JAN,D D G C FI L A SA N,D D G C FI L A SA N,0.6,0.6666666666666667,True
TEST_0104.jpg,RUAULT,WVLICI UAIG W XP I G B I A R U A UL T,WVLICI UAIG W XP I G B I A R U A UL T,0.75,0.6666666666666667,True
TEST_0105.jpg,EMMA,E MMA,EMMA,0.48465728996259994,1.0,True
TEST_0106.jpg,VERDEAUX,AE J AI U U I K G G P L VERDEA UX H,AE J AI U U I K G G P L VERDEA UX H,0.75,0.875,True
TEST_0107.jpg,ONDET,H ONDET,ONDET,0.5377233316715077,1.0,True
TEST_0108.jpg,TRISTAN,TRTSTA N,TRTSTA N,0.6691294809186838,0.8,True
TEST_0109.jpg,FONTENILLE,FO NT EN I L L E,FO NT EN I L L E,0.6750921823401976,0.7692307692307692,True
TEST_0110.jpg,GUILLAUME,G VIL LA U ME D TFOFNAISSANCS CIASSF,G VIL LA U ME D TFOFNAISSANCS CIASSF,0.8245584016282369,0.6666666666666667,True
TEST_0111.jpg,THALIA,IICL O THAL IA,IICL O THAL IA,0.525,0.8333333333333335,True
TEST_0112.jpg,CELESTINE,CELEST NE,CELESTINE,0.6457578078785611,1.0,True
TEST_0113.jpg,DELEVAQUE,DEL EVAQUE,DELEVAQUE,0.7375445590462709,1.0,True
TEST_0114.jpg,SAUX,S A UX,S A UX,0.6353606743046243,0.8,True
TEST_0115.jpg,SIMON,R A S I AO V,R A S I AO V,0.575,0.4,False
TEST_0116.jpg,MATTHIEU,ZREA HATTFIEU A,ZREA HATTFIEU A,0.7063361411086245,0.75,True
TEST_0117.jpg,BEAUVILLE,BEA VV LLE,BEA VV LLE,0.45,0.736842105263158,True
TEST_0118.jpg,VALERE,VAL E R E,VAL E R E,0.5012394065919252,0.8,True
TEST_0119.jpg,DRAY,DR R Y,DR R Y,0.49771106658864117,0.6666666666666667,True
TEST_0120.jpg,CHAPARTEGUI,H CHA PA RTEG F,H CHA PA RTEG F,0.6442647725541797,0.8181818181818181,True
TEST_0121.jpg,DINAULT,H PINAVLT,H PINAVLT,0.6916688438788463,0.7692307692307692,True
TEST_0122.jpg,DECHEDIN,H C D CHID N,H C D CHID N,0.525,0.625,True
TEST_0123.jpg,OZCAN,MOM OZCAN,MOM OZCAN,0.5324483333941896,1.0,True
TEST_0124.jpg,DELGARO,QE L G AOG,QE L G AOG,0.425,0.5882352941176471,True
TEST_0125.jpg,ANDRE,H F N DR E,H F N DR E,0.5304296012734308,0.6666666666666667,True
TEST_0126.jpg,SERRADS,SE R R A O I,SE R R A O I,0.425,0.6153846153846154,True
TEST_0127.jpg,MARTIN,LEL VOOVVDX MARTIN A,LEL VOOVVDX MARTIN A,0.75,1.0,True
TEST_0128.jpg,RAOUF,P JRE A RA OUF,P JRE A RA OUF,0.575,0.8,True
TEST_0129.jpg,NEVEUX,H N E VE UX,H N E VE UX,0.5328367218115339,0.7272727272727273,True
TEST_0130.jpg,CORALINE,CO AF Q P MZ,CO AF Q P MZ,0.45,0.5,True
TEST_0131.jpg,VINCENT,VI NC F N T,VI NC F N T,0.425,0.6666666666666667,True
TEST_0132.jpg,SARA,SRE S A RA,SRE S A RA,0.5388751643501501,0.75,True
TEST_0133.jpg,DUPLAIN,DU PL A A,DU PL A A,0.6077077599125249,0.7142857142857143,True
TEST_0134.jpg,JEANNE,H TEA MNE,H TEA MNE,0.6266004804904131,0.6666666666666667,True
TEST_0135.jpg,ARTHUR,A R T H U L,A R T H U L,0.4,0.5882352941176471,True
TEST_0136.jpg,MARTINET,A T L H MARTINET,A T L H MARTINET,0.625,1.0,True
TEST_0137.jpg,LERIN,LER R A,LER R A,0.375,0.75,True
TEST_0138.jpg,PHILIPPE,A PH L T P FE,A PH L T P FE,0.5587590947824855,0.5,True
TEST_0139.jpg,REYNAUD,RE YNAUD,REYNAUD,0.6545007005820738,1.0,True
TEST_0140.jpg,SENEZET,SE N E Z F T,SE N E Z F T,0.44742608343078555,0.631578947368421,True
TEST_0141.jpg,EMMA,EMMA,EMMA,0.5995412528514862,1.0,True
TEST_0142.jpg,TONY,TNY,TONY,0.7197969947456081,1.0,True
TEST_0143.jpg,ENZO,ENZO,ENZO,0.7011347514471015,1.0,True
TEST_0144.jpg,LEVEILLE NIZEROLLE,V T R L P BM H LFV EI LLE NZE RO LLE,V T R L P BM H LFV EI LLE NZE RO LLE,0.7644245944486663,0.8,True
TEST_0145.jpg,NOEL,KO EL,KO EL,0.645204235102764,0.75,True
TEST_0146.jpg,LACROIX,LAC RG X,LAC RG X,0.6371972225741824,0.6666666666666667,True
TEST_0147.jpg,LANDPERH,OODCCI J VAY VY MSX H L A ND P F D AI,OODCCI J VAY VY MSX H L A ND P F D AI,0.75,0.625,True
TEST_0148.jpg,AMICIE,BRE H A H R C R E,BRE H A H R C R E,0.575,0.36363636363636365,False
TEST_0149.jpg,FRANCOIS,A F R I N C O U S,A F R I N C O U S,0.5826701377436185,0.48,False
TEST_0150.jpg,URUT,H OR OT,H OR OT,0.525,0.5,True
TEST_0151.jpg,VICTOIRE-MARIE,VCTO U R C MA R I E,VCTO U R C MA R I E,0.55,0.6060606060606061,True
TEST_0152.jpg,BOURSAUD,A B OU R S A U D,A B OU R S A U D,0.6501983218965628,0.6666666666666667,True
TEST_0153.jpg,SIROT,S I ROT,S I ROT,0.375,0.8333333333333334,True
TEST_0154.jpg,GOARZIN,GO A RZ N,GO A RZ N,0.6770604195060954,0.75,True
TEST_0155.jpg,BRETON,BRET ON,BRETON,0.43156548726871913,1.0,True
TEST_0156.jpg,NOLWEN,NO L WE N,NO L WE N,0.7521628958796261,0.8,True
TEST_0157.jpg,MEROVANE,ER O ANE,ER O ANE,0.5983467919169971,0.8,True
TEST_0158.jpg,BIALKOWSKI,B I A L KO WS K,B I A L KO WS K,0.475,0.72,True
TEST_0159.jpg,REINSBACH,H Q RCI MS GAC I,H Q RCI MS GAC I,0.6,0.4444444444444444,False
TEST_0160.jpg,NOLAN,NOLAN,NOLAN,0.4650035435908805,1.0,True
TEST_0161.jpg,APODE,AVD E,AVD E,0.35,0.6,True
TEST_0162.jpg,EMMA,EMMA,EMMA,0.5980803728103637,1.0,True
TEST_0163.jpg,LUCIE,LUC E,LUC,0.42010957764236234,1.0,True
TEST_0164.jpg,CIMINO,I MI N O,I MI N O,0.375,0.7142857142857143,True
TEST_0165.jpg,NICOLAS,BRE NICOL AS,BRE NICOL AS,0.6767342923209649,0.8571428571428572,True
TEST_0166.jpg,FIONA,FK U N Q,FK U N Q,0.375,0.33333333333333337,False
TEST_0167.jpg,CAMILLE,RE CAMILLB,CAMILLE,0.6520934197941726,1.0,True
TEST_0168.jpg,GASPAR,E G A S P A R,E G A S P A R,0.575,0.631578947368421,True
TEST_0169.jpg,LANTIGNY,L VA O L LANTI G NV,L VA O L LANTI G NV,0.6818083332990557,0.75,True
TEST_0170.jpg,INES,INZS,INES,0.6444075450419736,1.0,True
TEST_0171.jpg,AURORE,AU A O RE,AU A O RE,0.4371318140897622,0.6666666666666667,True
TEST_0172.jpg,LAVIGNE,O DLO J J LAV AG NE H,O DLO J J LAV AG NE H,0.675,0.5714285714285714,True
TEST_0173.jpg,BADIN,B A D I N,B A D I N,0.375,0.7142857142857143,True
TEST_0174.jpg,OUSSENI,Q S SE N I,Q S SE N I,0.4,0.6153846153846154,True
TEST_0175.jpg,BAROUD,CUDE RNE Y UAI H OSMIBRSV P A A,CUDE RNE Y UAI H OSMIBRSV P A A,0.7532258957942856,0.4444444444444444,False
TEST_0176.jpg,CHEN,CH EN,CHEN,0.5747794354284406,1.0,True
TEST_0177.jpg,NOA,SREH NO A,SREH NO A,0.5342970847288353,0.6666666666666667,True
TEST_0178.jpg,KALTAK,DODC CI AT IV J I M J X KALTA K,DODC CI AT IV J I M J X KALTA K,0.75,0.8333333333333335,True
TEST_0179.jpg,HUGO,V U G Q,V U G Q,0.3715997715995043,0.5,True
TEST_0180.jpg,LUDOVICA,LDOVIC A,ADZOVIC,0.5429172616902876,0.7692307692307692,True
TEST_0181.jpg,MEYER,DOOCRNCI RI M UO TLT JTW A MEYER,DOOCRNCI RI M UO TLT JTW A MEYER,0.7586132884075708,1.0,True
TEST_0182.jpg,ANTOINE,RE A NTO I ME LE E U P AO X CLASSE A O S,RE A NTO I ME LE E U P AO X CLASSE A O S,0.75,0.7142857142857143,True
TEST_0183.jpg,SAVERIA,SA VER I A,SA VER I A,0.425,0.8235294117647058,True
TEST_0184.jpg,HUE,H U E,H U E,0.4232056491875687,0.75,True
TEST_0185.jpg,VAN QUICKELBORNE,V A N QU I C KC L G OR N E,V A N QU I C KC L G OR N E,0.7483803852096615,0.6666666666666667,True
TEST_0186.jpg,VARIN,VA RIV,RIVA,0.677312531875643,0.6666666666666667,True
TEST_0187.jpg,CHOULET,COOLET,CROLET,0.4,0.7692307692307692,True
TEST_0188.jpg,EMPTY,,,0.5746318704792652,0.0,False
TEST_0189.jpg,NOUAIM,N O V A R M,N O V A R M,0.4,0.47058823529411764,False
TEST_0190.jpg,FEURTE,LO FERTC,LO FERTC,0.5525990464893475,0.7272727272727273,True
TEST_0191.jpg,MATHYS,KATNJ S,KATNJ S,0.4,0.5,True
TEST_0192.jpg,CLEMENCE,CCEH NCE,CCEH NCE,0.42783475327781506,0.6666666666666667,True
TEST_0193.jpg,LEA,LEA,LEA,0.5234554118900312,1.0,True
TEST_0194.jpg,PONCET,A PO NCE T,A PO NCE T,0.5,0.8333333333333335,True
TEST_0195.jpg,BOUCHART,BOUCART,BOUCHART,0.6891244014013931,1.0,True
TEST_0196.jpg,DO,DO,DO,0.4303409451820767,1.0,True
TEST_0197.jpg,EVA,EVA,EVA,0.5655914179972927,1.0,True
TEST_0198.jpg,LEA-MARIE,LE A W M A R I E,LE A W M A R I E,0.475,0.64,True
TEST_0199.jpg,CLEMENTINE,SRE CLE MENIN E THDCTCL AX O U J OX CLASSE G,SRE CLE MENIN E THDCTCL AX O U J OX CLASSE G,0.75,0.8,True
TEST_0200.jpg,RONDAO,RO N J AO,RO N J AO,0.5213435045387708,0.6666666666666667,True
TEST_0201.jpg,VERSET,VERSET,VERSET,0.7243111717330165,1.0,True
TEST_0202.jpg,PUMA,A O PV N A,A O PV N A,0.475,0.4,False
TEST_0203.jpg,KEITA,KEITA,KEITA,0.6225075687136024,1.0,True
TEST_0204.jpg,CHAMPALLE,CH R M P A LL E,CH R M P A LL E,0.5754555380184546,0.6666666666666667,True
TEST_0205.jpg,LAMOLINAIRIE,LA N O L F N A J R R E,LA N O L F N A J R R E,0.6443455253772762,0.47058823529411764,False
TEST_0206.jpg,VINCE,V IN C E,V IN C E,0.375,0.7692307692307692,True
TEST_0207.jpg,CHIEU,OH IE U,OH IE U,0.375,0.6666666666666667,True
TEST_0208.jpg,LEDUC,LEP N,LE NY,0.5502156342269207,0.5714285714285714,True
TEST_0209.jpg,ROJON,RBSON,ROBSON,0.43352475220982734,0.7272727272727273,True
TEST_0210.jpg,ERWAN,H F P WA V,H F P WA V,0.55,0.4444444444444444,False
TEST_0211.jpg,ROMAIN,R OM A F N EH S,R OM A F N EH S,0.625,0.6666666666666667,True
TEST_0212.jpg,KONY,DREA KON Y,DREA KON Y,0.6509200183645165,0.75,True
TEST_0213.jpg,NICOLAS,I H N LO L AS J,I H N LO L AS J,0.6881236119088365,0.5714285714285714,True
TEST_0214.jpg,JULIETTE,SUL R ETT E,SUL R ETT E,0.5883464689272375,0.631578947368421,True
TEST_0215.jpg,CHLOE,CALOE OTCCANDCNCD ASOC,CALOE OTCCANDCNCD ASOC,0.75,0.8,True
TEST_0216.jpg,RISSON,J A UO J F J ZJ L RISSON H,J A UO J F J ZJ L RISSON H,0.75,1.0,True
TEST_0217.jpg,GASNIER,LA T AA H G R S N I E R,LA T AA H G R S N I E R,0.65,0.5714285714285714,True
TEST_0218.jpg,SANDY,U MRE AA VRV,U MRE AA VRV,0.55,0.19999999999999996,False
TEST_0219.jpg,REMI,A EM G,A EM G,0.5346990713486944,0.5,True
TEST_0220.jpg,VAN HECKE,VAN H C KE,VAN H C KE,0.612875188090052,0.8421052631578947,True
TEST_0221.jpg,CELINA,RRENDM H CEL NA,RRENDM H CEL NA,0.5706552189374665,0.8333333333333335,True
TEST_0222.jpg,BORDEAUX,BOR OE AUX,BOR OE AUX,0.48190471442639843,0.7777777777777778,True
TEST_0223.jpg,SILHADDIN,SICHAODIN,SILHADDIN,0.5350995294217528,1.0,True
TEST_0224.jpg,GOMES,G O M S,G O M S,0.4902221585048565,0.6666666666666667,True
TEST_0225.jpg,MARGOT,VRGOT AE ETI CC CT OACCC,VRGOT AE ETI CC CT OACCC,0.75,0.7272727272727273,True
TEST_0226.jpg,LUCAS,LUC AS,LUC AS,0.6058572644578852,0.9090909090909091,True
TEST_0227.jpg,PRESSE,PRE S S E,PRE S S E,0.44862969489495197,0.8,True
TEST_0228.jpg,SALOME,SA LONE,CONESA,0.5975196068781976,0.5,True
TEST_0229.jpg,THIBAULT,T X J BAVL T,T X J BAVL T,0.45,0.5714285714285714,True
TEST_0230.jpg,STAKOVA,JUY CJAKGVA,JUY CJAKGVA,0.5778597240847339,0.6666666666666667,True
TEST_0231.jpg,GIRARD,G I R A R D,G I R A R D,0.5850968217852065,0.7058823529411764,True
TEST_0232.jpg,HELENE,AELENE,SELENE,0.5023720782137587,0.9090909090909091,True
TEST_0233.jpg,DENIS,D E W V S,D E W V S,0.43762862510895945,0.5,True
TEST_0234.jpg,JULIO CESAR,JULIO C E S A R,JULIO C E S A R,0.5841574173705459,0.8461538461538461,True
TEST_0235.jpg,CISSE,CISSE,CISSE,0.49351173942242116,1.0,True
TEST_0236.jpg,ARTHUR,A RTH WR,A RTH WR,0.43239662549275115,0.7272727272727273,True
TEST_0237.jpg,MATHILDE,MATA I LO E,MATA I LO E,0.45,0.631578947368421,True
TEST_0238.jpg,TONNY,TAAY,TANAYA,0.4412376046180725,0.6,True
TEST_0239.jpg,NEGRE,W A H E G R E,W A H E G R E,0.5,0.6,True
TEST_0240.jpg,SLOANE,RRE J S AA Q,RRE J S AA Q,0.525,0.33333333333333337,False
TEST_0241.jpg,MOITIER,H T MOTT E R,H T MOTT E R,0.525,0.5714285714285714,True
TEST_0242.jpg,DAMIEN,D A MP EN,D A MP EN,0.4991168184622399,0.6666666666666667,True
TEST_0243.jpg,BOULLIER,VO T UU Q UM A ROULER,VO T UU Q UM A ROULER,0.705705095580235,0.7692307692307692,True
TEST_0244.jpg,BATTO,C MO B ATTO,C MO B ATTO,0.5308463513933419,0.8888888888888888,True
TEST_0245.jpg,RHETAT,RHETAT,RHETAT,0.4,1.0,True
TEST_0246.jpg,MAXIMILIEN,M AXTN L N TDE NCCC CCCF,M AXTN L N TDE NCCC CCCF,0.75,0.5,True
TEST_0247.jpg,FRESNARD,FR E SNA RD,FR E SNA RD,0.5637336399903624,0.8421052631578947,True
TEST_0248.jpg,GODART,GODA RT,GODART,0.6474864198541088,1.0,True
TEST_0249.jpg,ROMANE,RO HA N E,RO HA N E,0.6764045853154534,0.6666666666666667,True
TEST_0250.jpg,LEROUX,LEGE R,LEGER,0.47177372953828967,0.75,True
TEST_0251.jpg,BARROSO,GA RR SO,GARRYSON,0.5870639511499316,0.7142857142857143,True
TEST_0252.jpg,NINA,N T NA,N T NA,0.3998240222860109,0.6666666666666667,True
TEST_0253.jpg,LECUIROT,L E C U I R Q T,L E C U I R Q T,0.45,0.6086956521739131,True
TEST_0254.jpg,RAPHAEL,ACCC A R P HREL,ACCC A R P HREL,0.6,0.6153846153846154,True
TEST_0255.jpg,YILOIRIM,YI LGIRIH,YI LGIRIH,0.482689215249698,0.75,True
TEST_0256.jpg,BOURDIOL,A BO U R D L,A BO U R D L,0.5049369376827925,0.625,True
TEST_0257.jpg,PAULINE,P A UZINE,P A UZINE,0.500475438067397,0.75,True
TEST_0258.jpg,PLANQUERRE,PI QVCN,PI QVCN,0.475,0.36363636363636365,False
TEST_0259.jpg,MAELYS,K AEY S,K AEY S,0.375,0.7272727272727273,True
TEST_0260.jpg,MORGANE,MORGA N E,MORGAN,0.6626615826452112,1.0,True
TEST_0261.jpg,KENZY,KENZ Y,KENZY,0.618057831080496,1.0,True
TEST_0262.jpg,GARREL,G A R Q E L,G A R Q E L,0.46589511556020835,0.5882352941176471,True
TEST_0263.jpg,DECORET,DECORET,DECORET,0.6748529273713677,1.0,True
TEST_0264.jpg,PRUNELLE,P R V N E L L E,P R V N E L L E,0.5678108653396209,0.6086956521739131,True
TEST_0265.jpg,CAMILLE,CA MI LLE,CA MI LLE,0.4787984427218058,0.875,True
TEST_0266.jpg,LEPOUTRE,LEPOVTRE,LEPOUTRE,0.6342815848012675,1.0,True
TEST_0267.jpg,MASSET,H MAS ET,H MAS ET,0.537420983766232,0.8333333333333335,True
TEST_0268.jpg,JENNIFER,SE Q F FE K,SE Q F FE K,0.425,0.375,False
TEST_0269.jpg,LORIS,L U R Z S,L U R Z S,0.375,0.4285714285714286,False
